alpha=a/M,r_ph/M,r_ISCO/M,b_shadow/M,ell/M
0.20854886659234487,2.0280859473128463,3.9051953796283296,3.9413407130650224,0.067343665778352
0.20951814690945125,2.022469879806634,3.8937498905598233,3.9342162961821834,0.06781370436407062
0.21048742722655767,2.016835021048298,3.8822761305324907,3.9270711606491004,0.06828483146577603
0.21145670754366408,2.011181114489141,3.870773750396543,3.9199050625014475,0.06875704457429178
0.21242598786077047,2.0055078976574094,3.8592423938774933,3.9127177527963974,0.06923034119771386
0.21339526817787688,1.9998151019648038,3.847681697371463,3.9055089774664737,0.06970471886121343
0.2143645484949833,1.9941024525047797,3.836091289732973,3.8982784771677705,0.07018017510684264
0.21533382881208968,1.9883696678422522,3.824470792054725,3.8910259871222745,0.07065670749334367
0.2163031091291961,1.9826164597941285,3.812819817439068,3.883751236953975,0.07113431359596069
0.2172723894463025,1.9768425332003412,3.8011379707607613,3.8764539505184725,0.07161299100625469
0.2182416697634089,1.9710475856847545,3.7894248484205795,3.869133845725798,0.07209273733192141
0.2192109500805153,1.9652313074054175,3.7776800380893953,3.861790634356041,0.07257355019661195
0.22018023039762172,1.9593933807935884,3.765903118442229,3.854424021867456,0.07305542723975614
0.2211495107147281,1.9535334802809547,3.754093658881785,3.8470337071967093,0.07353836611638875
0.22211879103183452,1.9476512720142454,3.7422512192510142,3.8396193825507496,0.07402236449697837
0.22308807134894093,1.9417464135567128,3.7303753495340994,3.832180733190016,0.07450742006725872
0.22405735166604732,1.9358185535755648,3.718465589545354,3.8247174372023807,0.07499353052806271
0.22502663198315373,1.9298673315146386,3.7065214686053087,3.8172291652674377,0.07548069359515903
0.22599591230026014,1.9238923772513878,3.694542505203559,3.809715580410608,0.07596890699909105
0.22696519261736653,1.9178933107373302,3.682528206647441,3.802176337746458,0.07645816848501821
0.22793447293447294,1.911869741620864,3.670478068696028,3.794611084210702,0.07694847581255994
0.22890375325157933,1.9058212688515102,3.658391575178519,3.787019458280221,0.07743982675564161
0.22987303356868574,1.8997474802643146,3.6462681975963145,3.7794010896804804,0.07793221910234302
0.23084231388579216,1.8936479521433105,3.634107394707884,3.7717555990795626,0.07842565065474902
0.23181159420289854,1.8875222487626597,3.621908612095484,3.7640825977681347,0.07892011922880225
0.23278087452000495,1.8813699219040656,3.609671281712766,3.7563816873244886,0.07941562265415833
0.23375015483711137,1.875190510348936,3.5973948214122466,3.748652459263782,0.07991215877404273
0.23471943515421775,1.868983539343756,3.5850786344514747,3.74089449467058,0.08040972544511003
0.23568871547132417,1.8627485200367377,3.572722108976855,3.7331073638136893,0.08090832053730525
0.23665799578843058,1.8564849488840425,3.560324617483672,3.7252906257422227,0.08140794193372691
0.23762727610553697,1.8501923070233812,3.547885516251142,3.7174438278617052,0.08190858753049225
0.23859655642264338,1.8438700596128814,3.535404144750969,3.7095665054890823,0.0824102552366044
0.2395658367397498,1.837517655132749,3.522879825027882,3.7016581813852283,0.0829129429738213
0.24053511705685618,1.831134524647235,3.51031186105059,3.6937183652635586,0.08341664867652657
0.2415043973739626,1.8247200810239963,3.497699538031257,3.685746553273242,0.08392137029160224
0.242473677691069,1.8182737181079323,3.485042121711798,3.6777422274553544,0.0844271057783031
0.2434429580081754,1.8117948098460697,3.4723388576148495,3.6697048551701505,0.08493385310813306
0.2444122383252818,1.8052827093600314,3.4595889702573004,3.661633888493641,0.08544161026472305
0.24538151864238822,1.7987367479621235,3.4467916623241273,3.65352876358128,0.08595037524371059
0.2463507989594946,1.7921562341108168,3.4339461137999927,3.64538889999667,0.0864601460526212
0.24732007927660102,1.7855404523009686,3.421051481055909,3.637213700002685,0.08697092071075138
0.24828935959370743,1.7788886618838016,3.4081068958882414,3.629002547812562,0.087482697249053
0.24925863991081382,1.772200095811039,3.3951114645067695,3.620754808798007,0.0879954737100196
0.25022792022792023,1.7654739592972013,3.3820642664686424,3.6124698286512453,0.08850924814757404
0.25119720054502664,1.7587094283934488,3.36896435355459,3.604146932497683,0.08902401862695764
0.252166480862133,1.7519056484657107,3.355810748583442,3.595785423955478,0.0895397832246209
